,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30
special_teams_tds,0.009673206847516595,-0.0070012711204969205,0.001525485383883631,-0.02476385491080213,-0.023469308757734054,-0.03351503482108025,-0.012147677528000911,0.012592037087455071,0.04519169942300001,0.6121097452258949,-0.22611425190219206,0.218454304871793,0.03171179939222041,0.11015533415648983,-0.021571225228945667,-0.019187853244218456,-0.012205183213605735,-0.05751189717454576,0.008971769865255781,0.021036888577669242,0.023693365000607057,-0.01368333424868514,0.02066538406847946,0.03511458716144419,-0.021959102954458604,-0.013332817153827621,0.016198083385480375,-0.008561349273362488,0.0014213952873632994,0.030009867836913198
fantasy_points,-0.013522018816829203,0.19520545842582793,-0.12392826911474422,0.0035626176556075263,-0.024427463010094456,-0.08787493519994678,-0.02647366499867637,0.004214168518395905,0.015170542726951371,0.022609394911358032,0.006439369461721547,0.001635791421149248,-0.013084442110923177,-0.05855197471856103,-0.03932464729231067,-0.013624771910992838,0.07163607324104214,0.028459624111465198,0.042187348991506446,-0.006587945003152508,0.044100230483487386,-0.008843175004612718,0.014407557326333984,0.07505163282394726,0.03415366120850666,-0.018721370413813013,0.021437868318277056,-0.06547125642081614,-0.025627881598356998,0.08920038087372698
fantasy_points_ppr,0.0259846445023005,0.19529544095433396,-0.12130402519591417,-0.01820594554607887,-0.03819911149629258,-0.07081795223564247,-0.023395664250151688,0.004978784858298053,0.02387619882365277,0.013070995350852724,0.0017581914515182539,-0.0014706623425322762,-0.01533594998173278,-0.03789152401145531,-0.049925862239613435,-0.00939210338831583,0.04855194019834061,0.010786269514811266,0.012184184928765503,-0.0011732610753442529,0.03438977007370084,-0.015885345101112353,0.0266959943367984,0.09681572877453327,0.013863771588281087,-0.011655449402898895,-0.0018365280830966273,-0.05686037527581121,-0.011635340674923783,0.09966068960804955
games,0.03975380300394124,0.1402896343917917,-0.1082554868876749,-0.11123061767050847,-0.04354406615990611,-0.0666525857644049,-0.011075130304648148,0.037743961613438945,-0.0418876818983409,0.03913086062270599,0.050855122613572744,0.006268933124481995,-0.05462165675976725,-0.08707821219710962,-0.1790816509386841,-0.019988584985794203,0.09046683733346657,-0.1400008515141332,-0.04866342120239583,-0.04279458299664676,0.0425384562731337,0.054599908249058665,0.18306236589019834,0.17216033297931627,-0.11587676534687372,0.042291501490462,-0.12316183666845272,-0.11501588846312831,0.038454518494683725,0.12579401958970118
tgt_sh,0.14750879071011866,0.090583819157341,-0.010012629083499895,-0.0048284673365372715,-0.004368126805417097,0.00021567724512250346,0.020148993580433164,0.06446627573511025,0.05980654138966026,-0.01865037168154815,-0.005425004083950667,0.0010288466295700048,0.03205471495007493,-0.00834129554061527,-0.054085563973854424,0.0008386522112637955,0.01106220134315759,-0.09545264816380561,-0.2299645675277493,0.05454365216611781,-0.038193159503024175,-0.11844841447919713,-0.008165680152832637,-0.056447025939282885,-0.016422915581829046,-0.011166800347648555,0.04352915592913438,0.016119629016412475,0.0027795899270132837,-0.03341670396527394
ay_sh,0.11624572346790125,0.08635022435188015,0.08970449836712073,-0.05516894964880331,0.19983384497660064,0.039706181230134176,-0.009600271893620322,0.07081561577047468,-0.059832619892184906,0.030220157323285153,0.020592348385191944,0.012679121289128702,0.1064368752792053,-0.1004698751578278,0.13907210412531862,-0.0274406492176687,0.11137923641992424,-0.012488374662007253,0.017121848556304137,0.011252464406092634,-0.003350584198494634,0.07727433216477161,0.014134318744569264,-0.04959184977935883,-0.021776426329053977,-0.018804042344953347,0.031904129377592176,-0.010446508312504856,-0.021373588328984863,-0.007717386419153139
yac_sh,0.10478826816407773,0.06965236826700148,-0.07082842528392717,0.00864850873640365,0.20545724009546745,0.013763988580613026,0.004208992062232688,-0.06570578145645238,0.006446903853031398,0.02041131518084449,-0.02506920479632356,-0.034724625787504515,-0.08030527118966128,0.03556662804519331,-0.1624913588207396,0.016857127940197898,-0.33116293761000415,0.021807234326292568,0.07522722663097965,-0.16778542791815174,-0.1030635641953643,-0.06179659798036702,-0.21405935501574752,0.008477671796771691,0.022789385607340697,-0.005019677794456079,0.022522950522506188,0.03730750686169174,-0.0009408759365318095,-0.09689411522206942
wopr_y,0.126672334077897,0.08810459029681336,0.04466407933577733,-0.043493188298147356,0.23401739953257877,0.031563234498031695,-0.0032638174482484544,0.02896132706506372,-0.048155159211269914,0.02314566045156676,0.010921075817298655,0.004588708503860177,0.06048781088222492,-0.0736348233273386,0.045225393024224875,-0.017668537777735405,-0.018399402609273464,-0.02979652752269067,-0.005176585019764611,-0.025408728033133487,-0.028296540212326558,-0.003411069763693845,-0.03197594295564058,-0.02898963042956185,0.02124406707532823,-0.005919339619266022,0.024004347528945078,0.024431675688599733,0.004199829076959845,-0.030987328023386537
ry_sh,0.14629389982193758,0.0995987303803168,0.018561510524077444,0.011034987943003139,-0.07650975768009252,0.008048766108142546,-0.000262523235122951,0.06576480920266034,0.0764196073687744,-0.013718300785086898,-0.011695349604497498,-0.024631789680672967,-0.01163493870312578,0.05495179642981536,-0.020770861306587795,0.012169681047080673,0.016816329747649687,0.00835796938895796,-0.022391958395998064,0.012874300427280373,-0.026556402811448852,0.017147828854238073,0.014863285506141381,-0.1057127529556005,-0.13201966620200825,-0.03712856299023366,0.06392706306767279,0.024751226812480945,-0.02438314112435738,-0.07913096451523131
rtd_sh,0.11028080193432675,0.08013526349083526,0.04802282660087932,0.06732830070998556,-0.14340385672159492,0.01323784740018519,-0.08827954524435447,-0.1898350908554163,-0.21638986176585973,0.022560579986815866,0.034824951370147156,0.014177210330173027,0.07676913150894316,-0.0643372700263294,-0.003218681381155372,-0.005153495315657491,0.06043746521493531,-0.007814108521783198,-0.02204612607382892,0.0645348176189659,0.12305785179814638,-0.08110750271118533,-0.14675879983873258,-0.013528812633983773,0.1622662955646726,0.012787819310616254,0.07664388428596919,-0.035838036135434015,-0.05531915945003001,-0.07755410538103363
rfd_sh,0.14487030633256456,0.09769185283553225,0.03059598137229481,0.019586780510510386,-0.08650845367268398,0.00731419046375288,-0.012314459850822829,0.052773845319294375,0.060235898985717455,-0.018501930074370676,-0.0034557737692398824,-0.018990283129629946,-0.012242265048427702,0.05216479258698079,-0.027254214112105803,0.010981765261290816,0.026036346556247376,-0.007380249721745387,-0.03270543483318105,0.014428418263502704,-0.054815392967556956,0.007483444077227357,0.11212204454960337,-0.015068575924211246,0.028176354468579332,-0.04638744387348147,0.09923116425278843,0.17111814412270732,0.037219436345896605,-0.13543144035652493
rtdfd_sh,0.14518245339316566,0.09862350222669497,0.03490362955232509,0.02916289238554803,-0.09731273193099085,0.008482133666735659,-0.023407895216415835,0.020558953844696685,0.023699029110511693,-0.013083992673659752,0.0017223843805372323,-0.015170312778177583,-0.0003761301884302574,0.03808417410901687,-0.024187471272052848,0.009195273606373674,0.03182470160315027,-0.006345089447394092,-0.03129566727248669,0.022141894274439314,-0.030389924684234324,-0.002834680860199246,0.08281842571794507,-0.010929775081310792,0.06079523795118409,-0.03643224104354955,0.0975363420851749,0.14535215765908094,0.025563059918672002,-0.12987185318110114
dom,0.13534965576037336,0.09600446548262201,0.037409942148304766,0.04270066626659915,-0.1283805314894503,0.012186844513524638,-0.05900876201915238,-0.0984034092492934,-0.1114047640586196,0.008972949301223259,0.01797144024088596,-0.001562028343235289,0.046465823477855155,-0.019077108643442593,-0.012033918234118729,0.0020278894036789333,0.045129764792059386,-0.0022345423672353944,-0.025013406469829146,0.046850211254489384,0.06598188900268089,-0.04695705079397887,-0.09353071751627931,-0.06468722435487441,0.02437688103949781,-0.01337984528242414,0.07900831440806838,-0.00965447636294427,-0.04576241480880105,-0.08448292677171412
w8dom,0.1452496018548336,0.10141436091864915,0.02535735093840272,0.018393555480987905,-0.10505859511931703,0.010289205445240902,-0.029433509497779124,-0.013152440512224353,-0.013648186574234264,-0.003227125110792969,0.0022710891764378444,-0.014701590291427738,0.01706121616646074,0.020663703099111072,-0.018466865261411138,0.007913945691593894,0.02847834620903847,0.0026548799101350174,-0.0254387717036691,0.02805209743714286,0.012386224489038018,-0.014268272311232807,-0.04089236854816695,-0.10244775742199413,-0.09389642491849867,-0.03433031687239524,0.07444356698146677,0.01322136946194274,-0.03390691878115061,-0.08331184044951873
yptmpa,0.14636730351965102,0.10225251034417684,0.017316391873121686,0.004817079103308899,-0.07002483672352289,0.00953251551775089,-0.004678057480665015,0.05381775753326227,0.07291431580136314,-0.01103553609756642,-0.011944913486008324,-0.028138379422178568,-0.01529830010775313,0.05930727204475696,-0.017687188076628994,0.014446757517305658,0.01299128902914206,0.03327809249536079,0.01663455442994012,0.011455307192230545,-0.004866602496110133,0.012685232586469856,-0.008591069460741358,-0.09489862308959612,-0.13170676154560632,-0.032684164897325944,0.04525576418376625,-0.012900425914498578,-0.025620140995416547,-0.04446303359720235
ppr_sh,0.01735529478425348,0.1894599275639826,-0.10657355762068685,0.08277036991343123,-0.048916119908700526,0.031364913561051526,-0.023433945255546432,-0.02695701369856916,0.0631834518094269,0.011886648204128762,-0.0583563249015915,-0.014107070122439556,-0.0006072552684417852,-0.013168179090026861,0.1044012363418556,-0.004688022394996234,-0.0428208648163933,0.023247619818225644,-0.11232942170195744,0.0016448928303000058,0.04643453444049388,0.006918651823610858,0.008888138627237158,-0.12427091269805315,-0.009573349060819272,0.05634488730219321,0.004934620789992001,0.07931236705956414,0.003114165334265282,-0.0869618438393533
team_id,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
completions_per_game,-0.12984925958746157,0.13001267328030652,0.06186113524227198,0.0011203917013653671,-0.00036253798655976353,0.05877820873411358,0.006687804012504935,-0.01729397302513813,0.016240738505339015,-0.010695658510366995,-0.0270054704394543,-0.008975873408278046,0.0046905326881241625,0.020195195833570427,0.08277293292832931,-0.015370648670935756,-0.07772469562114896,0.025079171587606284,-0.06709716979858625,-0.043828934666695164,0.07418501525291325,0.0025409152657085345,0.03426094296265794,0.039429543960397016,-0.0192087706904307,-0.07289109675878674,0.015898877858529715,-0.010381590125548954,0.009031903369965625,-0.01091521201802301
attempts_per_game,-0.1297682749534802,0.12652300727583296,0.06179059015546074,-5.294947387795803e-05,-0.003453669035076258,0.09169390316481045,0.006903145962671939,-0.016845015174114228,0.01883554686917366,-0.008105785201267984,-0.026690227103407866,-0.008558806254041233,0.0019471202960896312,0.014496265628999467,0.08263154079343499,-0.015283391729114184,-0.07340371166445245,0.026202468200030984,-0.06993251915793226,-0.06812566908264958,0.08381258059858032,-0.0018533972465424044,0.034741559856671766,0.04108194975290977,-0.015240058883913414,-0.08884095973640144,0.012448546790079867,-0.01788633118935951,0.006534262093065694,-0.017028811353769827
passing_yards_per_game,-0.12984749757163266,0.13214920462783783,0.06093371200842559,0.002439193282763277,-0.001105086162566491,0.036548734813767476,0.00669557539499067,-0.00880977102294745,0.011871829541588025,-0.008320746152769135,-0.020514338759651432,-0.006556298109268967,0.005930369293388916,0.012206100410909448,0.0883489914356154,-0.02003904660420209,-0.09000871373759665,0.040499184164449205,-0.07052158143361187,-0.03231590499697679,0.06979819301193754,0.00413139175677813,0.032388961252960535,0.043536944575986496,-0.0222860761756999,-0.06753354739928497,0.020452410342683077,-0.007152255242562515,0.010312390934721818,-0.012751264916135877
passing_tds_per_game,-0.1224667681847614,0.13338864285530677,0.05468024976501117,0.00695179515784661,0.00027371348561541515,-0.06099267806543499,0.005218753991921897,0.010255550362018081,0.00039819335327773104,-0.005033212123106941,-0.0068711382377752185,-0.0019363120322390054,0.009746808353941084,-0.010234084950676327,0.10366977699422682,-0.007114484633020147,-0.12455991603853826,0.0666224385690261,-0.06960416696136469,0.011508038718733378,0.06295944559771319,0.00876123302258673,0.037839060912797415,0.04003403822759579,-0.026653643485449834,-0.05064148475271573,0.021991546938803164,0.0007791678652262023,0.0033052421906578453,-0.00642967248563363
interceptions_per_game,-0.1106433677576216,0.09449289953846796,0.057191435594373084,-0.008745589356063356,-0.013786473205786349,0.20685214903812568,0.007598250415722665,-0.01694527871226881,0.025805355981243273,-0.004945652208976713,-0.028752032116897933,-0.008431221826087604,-0.00877682374690474,0.0029191970198437344,0.0709256540564207,-0.024663208931519638,-0.05646160749670953,0.007834462788215826,-0.08061666850393512,-0.22281368100963847,0.18009092441377494,-0.01580517746303922,0.043700085094258746,0.1425553091216201,-0.03018652738299384,-0.32180612956741433,0.1467948691662216,-0.1235655029499113,0.002644099559809748,-0.11896783003013506
sacks_per_game,-0.11864528520826093,0.1079198397282873,0.056139446547092714,-0.002850987437600942,-0.0048227935524268305,0.22096181087130462,0.008484861185769443,-0.03936138513212304,0.04373139531894531,0.0029170652081156215,-0.02885978530183291,-0.008949422922000754,-0.011868604859475586,-0.0016422756577967271,0.04302995624531376,-0.01537187629011457,-0.02388167151679514,0.030494661159402088,-0.05543149397375094,-0.05132856911647998,0.04855186544583852,-0.029889393272362473,0.042651424452369496,0.033620324219940455,-0.05607284249163616,0.09901789045301357,0.05482406499334644,0.1143037134697707,-0.011214219108444449,0.17447921196063165
sack_yards_per_game,-0.11717121448067663,0.10659246444522386,0.05710972063418738,-0.0034792837018064594,-0.004009849295915589,0.22188990794614,0.008959761454490619,-0.044470860874185586,0.04549040857157437,0.000746205506646993,-0.034250172915730195,-0.01119762792383618,-0.012043487392701861,0.005302921336128873,0.0383491321526305,-0.02047005733083032,-0.02062540187429752,0.024319595691248846,-0.058596285256056826,-0.052430103936830605,0.05106336766790175,-0.024111973654946803,0.040541902003820664,0.02813350208204199,-0.05307307841051222,0.0992494597861904,0.04965316568045601,0.11884791043737161,-0.0104805149269756,0.18430316223418133
sack_fumbles_per_game,-0.09680931430961305,0.08393015411998264,0.05254568918469143,-0.007904881902896727,-0.014110758928191336,0.26346338805189384,0.013966453919758901,-0.015881743431980858,0.0532347164501661,0.02437556196603978,0.015676525270190398,-0.001083424046500885,-0.04061081987630817,-0.10026753014049357,-0.025277237736789263,-0.029345793206273074,-0.12873149970637512,0.0002124876924103782,0.054598002702694555,0.34919378393844686,-0.09576293746582547,0.02927422591189747,-0.009645801367649746,0.08286703072024672,-0.028789460099559048,-0.1338041552663296,0.04899119427837832,0.005163733090662829,-0.06199783073554538,0.06417184216212746
sack_fumbles_lost_per_game,-0.08316609181727101,0.07347646395118983,0.047650711456420206,-0.00865280583942546,-0.014109792752101983,0.2621712609683966,0.016343925162284185,-0.011776526655993425,0.05780502359897668,0.03342154254141004,0.029588899634162277,0.002419406732534402,-0.054842321059907786,-0.13597737729562623,-0.08634943508255662,-0.03669603803865882,-0.12473594578257775,-0.015252091417697889,0.10061011793006944,0.49074713513905827,-0.17400716823421813,0.06088047168718709,-0.0491584275631311,0.044558150658648904,0.011088215545645487,-0.17551338121487844,-0.007664828826773119,-0.02144334647931562,-0.0616544463238093,0.003921820142556335
passing_air_yards_per_game,-0.11317383885645273,0.1186572788990026,0.0577952209981033,0.0017857308137485459,0.02954296341000047,0.012981892121033473,0.0010573701397560823,-0.11468295963037196,0.03908660023227013,-0.05936535386633382,-0.11064108845575124,-0.03956496836211502,0.032170297821209046,0.21308482691786176,0.05161157857264939,-0.06310222362619733,0.09121241455229803,-0.1010745120167949,-0.05504686777542635,-0.011548147836969556,-0.06661330599236315,0.05316777237493945,-0.08045686404627436,-0.04100738418632841,0.05725281816088079,-0.20232203624597622,-0.14794884451984291,0.030264331954782987,-0.05728422806469368,0.009532493715992582
passing_yards_after_catch_per_game,-0.1131088347111802,0.12209885205942465,0.0585138470316276,0.002378779583396623,0.03232691368650984,-0.02906316244454083,0.0006566086392255393,-0.11475677233991421,0.036475495897823236,-0.06390649108130644,-0.11308434489052752,-0.04019848205169918,0.03493487623926781,0.21684470374935888,0.05158458139511422,-0.06428372715070416,0.08224407189796788,-0.10458708654960414,-0.05020629769330926,0.026097102751687827,-0.08153728771226826,0.06936520002700959,-0.08851968730254542,-0.016503712247146394,0.03766197096555937,-0.1464408912471224,-0.10266459435589793,0.033513793791571996,-0.04031877222641309,0.0262223204094121
passing_first_downs_per_game,-0.1295982217634004,0.1323718146045311,0.06082429110084298,0.002626228783385884,-0.000956214286077898,0.02976481817667089,0.006897347107645147,-0.0069403921057029135,0.010528426764912733,-0.008156960197466036,-0.01809882844143272,-0.005725806096691387,0.006226422059487748,0.010711853537845902,0.08875011087519484,-0.01744144499848283,-0.09405270238235407,0.04015060593409352,-0.06851627636395777,-0.026920278126131146,0.06870934370645439,0.003982406643328018,0.03329014017276481,0.04194414153103623,-0.020185544270085714,-0.0720082690490652,0.016545514392246764,-0.01177487112429884,0.012951540338881741,-0.019621955543882446
passing_epa_per_game,-0.007572004748431177,0.04937142506788377,-0.007857821878116813,0.02144124510766049,0.010694247602637144,-0.4711547850169849,-0.0018501603345513372,0.1031242441012208,-0.08114295992960574,0.0046876344681881545,0.06647698019353177,0.023390891761546316,0.03427591421264609,-0.04237159726289998,0.0734456474210041,0.006575126638713763,-0.15272350057094164,0.12864177362991044,-0.009790691437977481,0.19359501128072434,-0.07211864631020243,0.02077981926614425,0.002109301266301332,-0.029367199403619655,-0.018723830892557088,0.19313157183428853,-0.026479597519605328,0.036356923705823524,0.05230143787322408,-0.058819791037210266
passing_2pt_conversions_per_game,-0.05609975835818475,0.06121381449097425,0.026548481566545608,0.0049798090070029034,0.008831386547394899,-0.013879847708284498,0.0029301293978717894,-0.03594453926788875,0.028746795654286016,-0.0008875285066824719,-0.03580108484475197,0.0022725235718745523,0.0053859158095146235,-0.029562395919717273,0.12661646459642414,0.7146035433741804,-0.02436110354231367,-0.17143940986544945,0.028786259350325062,0.04576809404501708,-0.017233196198447362,0.02803892144940039,-0.024805735126443056,0.04394661778032097,-0.0147807805724011,0.005595550195413341,0.009868353431725036,0.0010114012489009136,0.02080000973495444,-0.0010223763470962332
pacr_per_game,-0.08686238718234357,0.07075103825125326,0.05021272232817563,-0.010806081837728807,0.03106805950892651,0.0007281315251649926,-0.010406047963837062,-0.13956719133247375,0.030546644603997523,-0.08703304984428549,-0.13517754731108697,-0.05176283442544524,0.06443687596250182,0.2778361423980677,0.11262432403164185,-0.07308323841868691,0.08481820146307022,-0.12006064614085166,-0.010690914066732877,0.10612907396860301,-0.18712401357234337,0.15156881941244096,-0.18844426699049568,0.33058507161445516,-0.15141547830324054,0.40896426925871554,0.4005419197554702,-0.14802756672321082,0.19992112187896788,-0.11396073369859143
dakota_per_game,-0.10831861613204716,0.11720082870255824,0.04675488619302712,0.00832552887080702,-0.00183862084676192,-0.13082288310002826,0.002183762253813007,0.027795391844576897,-0.009012742079360168,-0.003778656447803641,0.006965804983260157,0.0005000459096718121,0.01870881541838307,-0.04150468615289869,0.15430385888528186,-0.0024016451701819983,-0.18014549918098396,0.11634401439961692,-0.060428929801430796,0.10321417057639032,0.0058685726481850315,0.011883660687482995,0.03522636599071088,0.0898103687973284,-0.06818515280060042,0.0959818857541383,0.04691836450599627,0.027824422366563874,0.06767779732864228,-0.0014411411792435752
carries_per_game,-0.024317084707732077,0.019779977388960875,-0.2792514479572751,0.09276254025783623,0.04998309297458442,0.021919033531260797,-0.008720044841696726,-0.017240258354860646,0.008740132094924198,-0.02205221974947746,-0.046938906933732025,-0.01867972725108447,-0.011905247432171598,-0.02604751800090895,0.04228114630238962,-0.01832441226710519,-0.021952904012228644,-0.05683476178708355,-0.0016295068553793556,0.02742535223960896,0.05560617533793064,0.1270035018394675,-0.030586419994004375,-0.12373247037883024,0.052800710947829614,0.019435436619563668,0.017987950565926638,0.11034735825660053,-0.12331961033315941,0.03578322909894641
rushing_yards_per_game,-0.020490889977903735,0.026262523740478768,-0.27862580974598256,0.0946794151417701,0.05227328200402778,0.02591577930839121,-0.013300352829648875,-0.045747024652697504,0.04577747910687686,-0.004847242047949954,-0.04977747171833632,-0.015927067033947855,-0.010291407513693968,-0.05201243008123892,0.05456546903145532,-0.012558604790222323,0.023400397329775904,-0.005503967075868168,0.0034603231527395367,0.010983124521279423,0.0030443249311613465,0.05169073479702465,-0.020959568225562168,-0.10583030656222671,0.032293995547637934,0.0328981405036273,0.004910798715974517,0.12757707820993422,-0.12141255849539079,0.05481747246534767
rushing_tds_per_game,-0.02405756205560996,0.034867275200558406,-0.23666042834302223,0.08471696535560665,0.04933020482285916,-0.0006466372976777466,-0.028581139738932216,-0.09003786787181502,0.08888847375578142,0.012462501896345748,-0.047886962691519805,-0.015303140593522623,-0.018724874896169492,-0.1016151573873792,0.15789478300208207,-0.006463832783530195,0.10986570751541529,0.10416083388555998,0.05397710631559985,0.015258923963575281,-0.09302031711065635,-0.10336027795112833,0.028632932480659144,-0.0585099687707769,0.0529981174391274,-0.06573696373268903,-0.070737931263756,-0.18242629581495615,0.24712114211433267,-0.25164410383022906
rushing_fumbles_per_game,-0.06282734296218709,0.0390368266121415,-0.0915036659853892,0.037506730912142225,0.00198031683715175,0.15735619855502553,0.015493296851178007,0.2107304719777225,-0.2660461554999605,-0.017651110268138207,0.018103645114299526,0.047386816882207174,0.08400206530442086,0.2565488866307528,0.09921747990907548,0.06805915567024161,-0.003804206488371285,0.1635816323004601,0.016222027018197933,-0.015938558515169808,-0.16004637521394974,-0.2502710086442595,-0.015757201058836254,0.0696119597151351,-0.013555753367272053,0.09364654492578843,0.07816982282975976,0.1608875588623017,-0.47148617345581806,0.07285601204501543
rushing_fumbles_lost_per_game,-0.035905779519620255,0.02310612278489814,-0.11849146763118118,0.04680611591967454,0.007221084764746072,0.1279169500158382,0.028214907953964134,0.24979053632153603,-0.3072302972542005,-0.020311520693676793,0.022853562693039484,0.05449919032223748,0.08930122750115774,0.29161495834303935,0.048615093592425995,0.06598302218955786,-0.003716595503928012,0.13468763928875718,0.0077947976909595665,0.06371949282419374,-0.14199092579697573,-0.20274564430999226,-0.003630532018645449,-0.036569862565734655,0.05730510716735051,-0.22410615509409926,-0.15013270822060157,-0.092476737280812,0.2632507184400128,0.05088240087471744
rushing_first_downs_per_game,-0.03315836218873329,0.0351453630285824,-0.26986172392277236,0.09335154624465455,0.053649549043308285,0.027883282209268542,-0.016389343577188346,-0.06264458446803711,0.05717470102689581,-0.004359390441396809,-0.049091958363341376,-0.01631668224970646,-0.00857083793232445,-0.056254155993172524,0.08325825663066103,-0.00955841403199545,0.040877145786097094,0.02452078748916996,0.01082429935373097,0.010983422758631426,-0.022862453017161468,0.014360112751911996,-0.00644896069850026,-0.09833584292863115,0.03234919278470913,0.020231376661557447,-0.011568448488379407,0.09229151513541456,-0.08200222998601647,0.02804155827951993
rushing_2pt_conversions_per_game,-0.016862049450276535,0.02201785351681552,-0.06134663185859597,0.022795620209749422,0.02650133623059815,0.024553881049659027,-0.019304589724169086,-0.12768078096793575,0.198032246149073,0.09244689193438692,0.5766133652673754,0.17547924533616963,0.15732338057171652,0.2015366564518482,0.06708592947308167,-0.002442827338994322,-0.044754832711801,-0.04886518749159406,-0.007095625830817659,-0.010891063777682841,0.009553798165791603,0.04055532244698082,-0.013886083060591567,-0.020385323945587445,0.0032277346222052716,-0.005277971352320041,-0.007784594560408344,0.012359141808161476,0.004841208508793651,-0.013897411623608519
receptions_per_game,0.1469941997758858,0.0918207581849347,-0.03222681385574559,0.006163679372052787,-0.04056176440545666,-0.0026284775404363534,0.018811784075114246,0.03536934004442804,0.07558103157147186,-0.02779787597166559,-0.012295481332749329,-0.014566591985774183,-0.029552743809815357,0.051837175869951055,-0.0758729683416987,0.012719486226466676,-0.06452400878817102,-0.03969401805414659,-0.09054160159057265,0.015339691546334461,-0.02035221317119544,-0.08825304404129669,-0.03320542064856787,-0.06030940377956693,-0.03505971465178731,-0.0012353790937720377,-0.007660484508342452,0.0730519885582738,0.048091910385967544,-0.01480870734155458
targets_per_game,0.14667834333240987,0.09104118150836839,-0.009259105403233152,-0.01127447435701408,0.004127996134310987,0.0011015630722127033,0.02195780433847571,0.05914282771306455,0.05837625414230754,-0.022564469976119578,-0.005412453247047847,0.005922155624674654,0.034307993897702456,-0.005172132915068318,-0.0573782603964576,0.0027921660862405104,-0.004391416233030865,-0.08907761462275791,-0.22818153262222232,0.05342419194801967,-0.029106535914769416,-0.12791886419422355,-0.021239190294597584,-0.04671534010436127,-0.0042248160435840254,-0.00290360696412193,0.02681180149260032,-0.011481374289350685,0.008686945733949758,-0.004111779235267437
receiving_yards_per_game,0.14683589389396015,0.10349549574386632,0.01728067758322887,-0.002231598855303953,-0.06134622597977906,0.010558167900647154,-0.002997067229948557,0.04881610284740165,0.07062169260860054,-0.014273252837381446,-0.012194609148142068,-0.023560313742880156,-0.010625826739177393,0.0593786126967905,-0.020280740811750388,0.015763007225985944,-0.0005208531413178007,0.036110644150691935,0.009787182352039124,0.011987332615434172,0.0016756208418374048,-0.00019771290314675818,-0.020247377533252026,-0.08276085362796182,-0.10766003277610145,-0.022937432596453096,0.028859185239321072,-0.02799385497130829,-0.014862670664890065,-0.01699694045825045
receiving_tds_per_game,0.11215521376173392,0.0846227420432075,0.047456851100717706,0.05999100047483452,-0.12335533891755218,0.014090524578713605,-0.08868184803844102,-0.18240636265677104,-0.18370397463131144,0.018931815687308663,0.028598213746162303,0.009320399581299849,0.05941281259830359,-0.035748062174062505,0.001516332906313583,0.003884921404631354,0.04715473948860592,0.053713890260376033,0.051845733416966695,0.06925422524793529,0.18304309985952233,-0.07557612313117915,-0.16165722993747947,0.04092799184690722,0.29720403686305663,0.06346838577557588,0.020313732159629762,-0.1698296536617795,-0.06812426846542363,0.059846814167942824
receiving_fumbles_per_game,0.04652040393241095,0.025650398949462142,-0.016402199053936563,-0.010051318834085839,-0.040458594110114494,-0.010306998757264077,0.4965836823104503,-0.09168394758569855,-0.03812221653452012,0.006117040331459003,0.002168463660990075,0.007967888592672797,0.008382033838404062,0.00721811320171846,0.026474583044039466,0.002054874831527329,0.0010992247535108106,0.05136860343510966,0.06598036474610952,-0.006882383775559557,0.014711276625858905,-0.00901397228484171,-0.06699166694813068,-0.1575570498105443,0.06155297147028876,-0.060582406613144846,0.19528120476844643,0.11437174536382416,0.3215354766851419,0.4304997748766585
receiving_fumbles_lost_per_game,0.03508871065835888,0.01847185282389375,-0.01293566044696367,-0.016607652825265017,-0.04238179274789573,-0.011709175141809256,0.5071616572595228,-0.10647751196783901,-0.04954649177488962,0.018109003499073545,0.005018927514418357,0.010145072827480003,0.026891574077557837,-0.014679296611068446,0.046790283218797954,-0.005871409431766239,0.02338439799559651,0.03596598233243633,0.07391991454289759,0.00011120097802799575,0.026115264879364806,-0.00831052608361245,-0.056327815561326135,-0.20269481268242395,0.05176494471343649,-0.051941168812523995,0.3455186965508071,-0.03651836908004236,-0.026327977850313287,-0.10772507919923803
receiving_air_yards_per_game,0.11534525815707924,0.08641318579709124,0.0876153364311627,-0.05839765743917626,0.19296123378294353,0.03982059299880002,-0.012719875832920093,0.06813404875542618,-0.061223302519546316,0.0277678101028968,0.019031222837807133,0.015398739327886168,0.11171239878768865,-0.10216577039748093,0.14181244229989784,-0.027449216672538065,0.10514500774303973,-0.012758876262689544,0.014897075333700101,0.009000033511430658,-0.007934515849955625,0.07647640583381736,0.010764151274202135,-0.057348921176348114,-0.0019480244095653949,-0.010959008253944615,0.027550012637137907,-0.045755663606384965,-0.02773571506807382,0.02159546453524339
